Open,High,Low,Close,Volume,Dividends,Stock Splits
163.43233711220313,165.7586363174907,163.17604035173306,165.2362060546875,47720200,0.0,0.0
163.71820194187683,165.47278202514906,163.19577163848064,164.27020263671875,52456400,0.0,0.0
162.69303779464673,164.0730393438838,162.14103717495192,162.66346740722656,58337300,0.0,0.0
162.64373538253156,163.23517316391397,161.5495860155954,162.96902465820312,41949600,0.0,0.0
162.83104036567903,163.93504162144998,161.3918829793584,161.4313201904297,48714100,0.0,0.0
160.73144699304368,162.91974586384254,160.47516529354857,161.42144775390625,45498800,0.0,0.0
162.83104713478986,166.1529178634098,162.83104713478986,166.00506591796875,64902300,0.0,0.0
166.08393356927388,167.424513091262,165.4826438930684,167.25692749023438,55275900,0.0,0.0
166.8626573980738,168.01594783420873,166.23179728666088,167.16822814941406,52472900,0.0,0.0
167.6610471353951,167.917343863649,165.14745908753102,166.1331787109375,48425700,0.0,0.0
167.07950544573387,168.47922575134587,164.77292473257992,165.05877685546875,65136000,0.0,0.0
162.53529798570008,164.6545890277647,161.96357883480147,163.4224395751953,81235400,0.0,0.0
168.5383592942621,171.8109560965244,168.32149974515366,171.0913848876953,113453200,0.0,0.0
170.0169614090474,171.36740787815765,169.65224986499234,171.02239990234375,55962800,0.0,0.0
170.5788283985824,171.06182151405454,169.14953757945023,169.31710815429688,45326900,0.0,0.0
170.54924563088602,171.54481722364216,169.4452292165715,171.08152770996094,53724500,0.0,0.0
171.36740735017244,172.09683043603525,169.71139012861647,171.26882934570312,49514700,0.0,0.0
171.3773676163626,171.8116866019269,168.79121464447562,170.3409423828125,45533100,0.24,0.0
170.9233138186056,170.97267098611968,169.25514096380277,169.84739685058594,37266700,0.0,0.0
169.768428394902,170.9035679392614,169.58088019536424,169.84739685058594,42110300,0.0,0.0
169.4920894098534,170.6963172454511,168.21874344813716,170.4594268798828,57951600,0.0,0.0
170.76538642479474,172.97645812210007,170.35081330561755,172.78890991210938,65496700,0.0,0.0
174.11159953538055,174.11159953538055,172.68033195301507,172.89749145507812,55809500,0.0,0.0
171.73274586766902,172.45332751081392,171.2095929310653,171.9499053955078,43570900,0.0,0.0
170.89370662105455,171.1404774028389,169.0675968111729,169.34397888183594,50747300,0.0,0.0
